"Depth: TMD [m]","Depth: TVD [m]","RPM  [rpm]","WOB  [t]","Flow IN  [l/min]","ROP  [m/h]","Formation","Hardness index 100","Mohes Index"
"2000","1999.86","86","9","2529","13.3","Viséen-B","73","5 - 6"
"2001","2000.86","79","13","2528","16","Viséen-B","73","5 - 6"
"2002","2001.86","76","9","2533","9.9","Viséen-B","73","5 - 6"
"2003","2002.86","75","11","2540","18.7","Viséen-B","73","5 - 6"
"2004","2003.86","76","11","2542","19.1","Viséen-B","73","5 - 6"
"2005","2004.86","81","9","2542","21.5","Viséen-B","73","5 - 6"
"2006","2005.86","78","11","2541","15.9","Viséen-B","73","5 - 6"
"2007","2006.86","79","10","2543","24.9","Viséen-B","73","5 - 6"
"2008","2007.86","75","12","2544","18.9","Viséen-B","73","5 - 6"
"2009","2008.86","76","12","2544","17.4","Viséen-B","73","5 - 6"
"2010","2009.86","77","11","2542","17.8","Viséen-B","73","5 - 6"
"2011","2010.86","76","12","2540","16","Viséen-B","73","5 - 6"
"2012","2011.86","92","9","2506","14.2","Viséen-B","73","5 - 6"
"2013","2012.86","101","10","2498","22.6","Viséen-B","73","5 - 6"
"2014","2013.86","99","12","2498","15.6","Viséen-B","73","5 - 6"
"2015","2014.86","102","11","2501","11.9","Viséen-B","73","5 - 6"
"2016","2015.86","103","11","2502","12.1","Viséen-B","73","5 - 6"
"2017","2016.86","106","8","2503","12","Viséen-B","73","5 - 6"
"2018","2017.86","102","11","2502","11.9","Viséen-B","73","5 - 6"
"2019","2018.86","102","10","2504","10.6","Tournaisien-A","85","6 - 7"
"2020","2019.86","101","9","2503","19.7","Tournaisien-A","85","6 - 7"
"2021","2020.86","94","9","2511","10.7","Tournaisien-A","85","6 - 7"
"2022","2021.86","90","10","2533","17.6","Tournaisien-A","85","6 - 7"
"2023","2022.86","103","10","2533","17.8","Tournaisien-A","85","6 - 7"
"2024","2023.86","104","11","2535","9.9","Tournaisien-A","85","6 - 7"
"2025","2024.86","103","11","2536","16.5","Tournaisien-A","85","6 - 7"
"2026","2025.86","100","12","2535","19.2","Tournaisien-A","85","6 - 7"
"2027","2026.86","104","9","2535","13.2","Tournaisien-A","85","6 - 7"
"2028","2027.86","108","8","2537","15.6","Tournaisien-A","85","6 - 7"
"2029","2028.86","97","11","2535","27.7","Tournaisien-A","85","6 - 7"
"2030","2029.86","96","11","2533","30.8","Tournaisien-A","85","6 - 7"
"2031","2030.86","92","8","2514","12.8","Tournaisien-A","85","6 - 7"
"2032","2031.86","83","11","2506","23","Tournaisien-A","85","6 - 7"
"2033","2032.86","85","10","2506","20.8","Tournaisien-A","85","6 - 7"
"2034","2033.86","80","12","2508","26.3","Tournaisien-A","85","6 - 7"
"2035","2034.86","83","10","2507","23.5","Tournaisien-A","85","6 - 7"
"2036","2035.86","80","11","2508","28","Tournaisien-A","85","6 - 7"
"2037","2036.86","87","11","2509","13.1","Tournaisien-A","85","6 - 7"
"2038","2037.86","93","9","2509","9.5","Tournaisien-A","85","6 - 7"
"2039","2038.86","94","7","2512","13","Tournaisien-A","85","6 - 7"
"2040","2039.86","83","10","2500","5.5","Tournaisien-A","85","6 - 7"
"2041","2040.86","76","11","2496","17.9","Tournaisien-A","85","6 - 7"
"2042","2041.86","78","10","2499","15.6","Tournaisien-A","85","6 - 7"
"2043","2042.86","76","12","2499","16","Tournaisien-A","85","6 - 7"
"2044","2043.86","76","11","2501","18.9","Tournaisien-A","85","6 - 7"
"2045","2044.86","75","11","2503","19.6","Tournaisien-A","85","6 - 7"
"2046","2045.86","75","11","2501","19","Tournaisien-A","85","6 - 7"
"2047","2046.86","78","11","2504","17","Tournaisien-A","85","6 - 7"
"2048","2047.86","76","10","2508","19.3","Tournaisien-A","85","6 - 7"
"2049","2048.86","79","9","2510","13.8","Tournaisien-A","85","6 - 7"
"2050","2049.86","77","9","2529","18.3","Tournaisien-A","85","6 - 7"
"2051","2050.86","85","9","2530","19.7","Tournaisien-A","85","6 - 7"
"2052","2051.86","89","9","2532","16.4","Tournaisien-A","85","6 - 7"
"2053","2052.86","86","11","2532","18","Tournaisien-A","85","6 - 7"
"2054","2053.86","86","12","2530","17.1","Tournaisien-A","85","6 - 7"
"2055","2054.86","90","11","2532","10.3","Tournaisien-A","85","6 - 7"
"2056","2055.86","86","10","2531","24.4","Tournaisien-A","85","6 - 7"
"2057","2056.86","85","10","2529","22.5","Tournaisien-A","85","6 - 7"
"2058","2057.86","88","9","2530","17.7","Tournaisien-A","85","6 - 7"
"2059","2058.86","89","6","2529","8.7","Tournaisien-A","85","6 - 7"
"2060","2059.86","82","6","2526","11.9","Tournaisien-A","85","6 - 7"
"2061","2060.86","75","10","2528","13.3","Tournaisien-A","85","6 - 7"
"2062","2061.85","92","7","2528","8.9","Tournaisien-A","85","6 - 7"
"2063","2062.85","91","6","2529","10.6","Tournaisien-A","85","6 - 7"
"2064","2063.85","91","6","2528","10.9","Tournaisien-A","85","6 - 7"
"2065","2064.85","82","9","2523","25.9","Tournaisien-A","85","6 - 7"
"2066","2065.85","83","11","2521","21.3","Tournaisien-A","85","6 - 7"
"2067","2066.85","83","12","2520","25.6","Tournaisien-A","85","6 - 7"
"2068","2067.85","83","10","2520","16","Tournaisien-A","85","6 - 7"
"2069","2068.85","84","12","2511","22.2","Tournaisien-A","85","6 - 7"
"2070","2069.85","85","11","2494","13.7","Tournaisien-A","85","6 - 7"
"2071","2070.85","84","12","2495","20.7","Tournaisien-A","85","6 - 7"
"2072","2071.85","86","11","2496","16.3","Tournaisien-A","85","6 - 7"
"2073","2072.85","87","11","2499","20.4","Tournaisien-A","85","6 - 7"
"2074","2073.85","82","14","2496","26.7","Tournaisien-A","85","6 - 7"
"2075","2074.85","85","13","2496","25.4","Tournaisien-A","85","6 - 7"
"2076","2075.85","84","13","2497","24.8","Tournaisien-A","85","6 - 7"
"2077","2076.85","84","14","2497","25.2","Tournaisien-A","85","6 - 7"
"2078","2077.85","82","12","2500","21.5","Tournaisien-A","85","6 - 7"
"2079","2078.85","83","15","2507","28.6","Tournaisien-A","85","6 - 7"
"2080","2079.85","84","15","2507","27.9","Tournaisien-A","85","6 - 7"
"2081","2080.85","84","15","2506","28.6","Tournaisien-A","85","6 - 7"
"2082","2081.85","83","15","2507","28.9","Tournaisien-A","85","6 - 7"
"2083","2082.85","89","15","2510","27.9","Tournaisien-A","85","6 - 7"
"2084","2083.85","92","16","2510","33.6","Tournaisien-A","85","6 - 7"
"2085","2084.85","92","16","2508","34.6","Tournaisien-A","85","6 - 7"
"2086","2085.85","91","16","2506","30.3","Tournaisien-A","85","6 - 7"
"2087","2086.85","90","14","2509","18.4","Tournaisien-A","85","6 - 7"
"2088","2087.85","97","11","2532","17.7","Tournaisien-A","85","6 - 7"
"2089","2088.85","95","13","2535","25.5","Tournaisien-A","85","6 - 7"
"2090","2089.85","96","12","2533","26.5","Tournaisien-A","85","6 - 7"
"2091","2090.85","98","11","2532","22.8","Tournaisien-A","85","6 - 7"
"2092","2091.85","99","12","2533","16.7","Tournaisien-A","85","6 - 7"
"2093","2092.85","99","11","2530","16.8","Tournaisien-A","85","6 - 7"
"2094","2093.85","99","12","2530","16.7","Tournaisien-A","85","6 - 7"
"2095","2094.85","100","11","2529","19.3","Tournaisien-A","85","6 - 7"
"2096","2095.85","103","11","2530","12","Tournaisien-A","85","6 - 7"
"2097","2096.85","91","12","2509","15.9","Tournaisien-A","85","6 - 7"
"2098","2097.85","88","15","2504","22.8","Tournaisien-A","85","6 - 7"
"2099","2098.85","89","14","2505","21.9","Tournaisien-A","85","6 - 7"
"2100","2099.85","90","15","2503","18.1","Tournaisien-A","85","6 - 7"
"2101","2100.85","90","14","2499","19.2","Tournaisien-A","85","6 - 7"
"2102","2101.85","91","15","2494","17.6","Tournaisien-A","85","6 - 7"
"2103","2102.85","87","15","2492","23.7","Tournaisien-A","85","6 - 7"
"2104","2103.85","86","15","2494","30.4","Tournaisien-A","85","6 - 7"
"2105","2104.85","86","16","2494","24.1","Tournaisien-A","85","6 - 7"
"2106","2105.85","89","15","2503","10.6","Tournaisien-A","85","6 - 7"
"2107","2106.85","88","15","2503","23.7","Tournaisien-A","85","6 - 7"
"2108","2107.85","87","15","2503","28.1","Tournaisien-A","85","6 - 7"
"2109","2108.85","88","15","2504","20.2","Tournaisien-A","85","6 - 7"
"2110","2109.85","85","15","2502","27.6","Tournaisien-A","85","6 - 7"
"2111","2110.85","85","15","2500","29.6","Tournaisien-A","85","6 - 7"
"2112","2111.85","85","15","2500","29","Tournaisien-A","85","6 - 7"
"2113","2112.85","86","14","2500","24.8","Tournaisien-A","85","6 - 7"
"2114","2113.85","85","14","2499","27.1","Tournaisien-A","85","6 - 7"
"2115","2114.85","90","11","2500","14.8","Tournaisien-A","85","6 - 7"
"2116","2115.85","99","9","2497","15.7","Tournaisien-A","85","6 - 7"
"2117","2116.85","98","9","2494","17.2","Tournaisien-A","85","6 - 7"
"2118","2117.85","97","11","2498","9.1","Tournaisien-A","85","6 - 7"
"2119","2118.85","103","12","2500","7.2","Tournaisien-A","85","6 - 7"
"2120","2119.85","103","14","2502","23.4","Tournaisien-A","85","6 - 7"
"2121","2120.85","101","15","2502","20.6","Tournaisien-A","85","6 - 7"
"2122","2121.85","106","13","2502","18.8","Tournaisien-A","85","6 - 7"
"2123","2122.85","106","12","2502","20.1","Tournaisien-A","85","6 - 7"
"2124","2123.85","104","13","2503","21.9","Tournaisien-A","85","6 - 7"
"2125","2124.85","92","11","2511","12.4","Tournaisien-A","85","6 - 7"
"2126","2125.85","86","14","2511","27.3","Tournaisien-A","85","6 - 7"
"2127","2126.85","87","15","2511","20.4","Tournaisien-A","85","6 - 7"
"2128","2127.85","86","14","2512","27.2","Tournaisien-A","85","6 - 7"
"2129","2128.85","87","14","2511","25.2","Tournaisien-A","85","6 - 7"
"2130","2129.85","85","15","2510","27.9","Tournaisien-A","85","6 - 7"
"2131","2130.85","85","15","2510","26.6","Tournaisien-A","85","6 - 7"
"2132","2131.85","86","14","2510","25.3","Tournaisien-A","85","6 - 7"
"2133","2132.85","86","15","2510","27.3","Tournaisien-A","85","6 - 7"
"2134","2133.85","85","11","2510","13.6","Tournaisien-A","85","6 - 7"
"2135","2134.85","81","13","2512","28.7","Tournaisien-A","85","6 - 7"
"2136","2135.85","84","11","2512","20.4","Tournaisien-A","85","6 - 7"
"2137","2136.85","83","12","2512","20.8","Tournaisien-A","85","6 - 7"
"2138","2137.85","82","13","2512","22.4","Tournaisien-A","85","6 - 7"
"2139","2138.85","81","13","2511","22.4","Tournaisien-A","85","6 - 7"
"2140","2139.85","81","12","2507","23","Tournaisien-A","85","6 - 7"
"2141","2140.85","82","11","2505","23.9","Tournaisien-A","85","6 - 7"
"2142","2141.85","84","10","2505","19.6","Tournaisien-A","85","6 - 7"
"2143","2142.85","83","8","2503","17.9","Tournaisien-A","85","6 - 7"
"2144","2143.85","81","13","2507","26.3","Tournaisien-A","85","6 - 7"
"2145","2144.85","80","13","2508","28.9","Tournaisien-A","85","6 - 7"
"2146","2145.85","87","13","2507","17","Tournaisien-A","85","6 - 7"
"2147","2146.85","84","13","2507","24.5","Tournaisien-A","85","6 - 7"
"2148","2147.85","83","14","2506","25.5","Tournaisien-A","85","6 - 7"
"2149","2148.85","81","14","2507","27","Tournaisien-A","85","6 - 7"
"2150","2149.85","82","13","2509","28.1","Tournaisien-A","85","6 - 7"
"2151","2150.85","88","11","2507","22.5","Tournaisien-A","85","6 - 7"
"2152","2151.85","84","11","2507","20.5","Tournaisien-A","85","6 - 7"
"2153","2152.85","91","8","2513","13","Tournaisien-A","85","6 - 7"
"2154","2153.85","90","11","2516","16.5","Tournaisien-A","85","6 - 7"
"2155","2154.85","86","13","2515","19.6","Tournaisien-A","85","6 - 7"
"2156","2155.85","88","12","2514","17.4","Tournaisien-A","85","6 - 7"
"2157","2156.85","92","11","2515","20.1","Tournaisien-A","85","6 - 7"
"2158","2157.85","88","12","2514","21.6","Tournaisien-A","85","6 - 7"
"2159","2158.85","88","12","2513","21.8","Tournaisien-A","85","6 - 7"
"2160","2159.85","90","10","2514","20.3","Tournaisien-A","85","6 - 7"
"2161","2160.85","90","10","2515","20","Tournaisien-A","85","6 - 7"
"2162","2161.85","91","9","2515","10.3","Tournaisien-A","85","6 - 7"
"2163","2162.85","89","10","2504","19.7","Tournaisien-A","85","6 - 7"
"2164","2163.85","93","11","2504","22.2","Tournaisien-A","85","6 - 7"
"2165","2164.85","95","13","2505","21.1","Tournaisien-A","85","6 - 7"
"2166","2165.85","96","11","2504","21","Tournaisien-A","85","6 - 7"
"2167","2166.85","97","11","2505","21","Tournaisien-A","85","6 - 7"
"2168","2167.85","98","10","2504","18.3","Tournaisien-A","85","6 - 7"
"2169","2168.85","95","11","2504","24.5","Tournaisien-A","85","6 - 7"
"2170","2169.85","95","10","2506","23","Tournaisien-A","85","6 - 7"
"2171","2170.85","96","11","2505","21.3","Tournaisien-A","85","6 - 7"
"2172","2171.85","90","12","2505","12.7","Tournaisien-A","85","6 - 7"
"2173","2172.85","91","13","2504","20","Tournaisien-A","85","6 - 7"
"2174","2173.84","94","11","2505","16.4","Tournaisien-A","85","6 - 7"
"2175","2174.84","93","11","2506","14.4","Tournaisien-A","85","6 - 7"
"2176","2175.84","89","13","2503","20.7","Tournaisien-A","85","6 - 7"
"2177","2176.84","87","14","2504","25.8","Tournaisien-A","85","6 - 7"
"2178","2177.84","87","14","2505","24.4","Tournaisien-A","85","6 - 7"
"2179","2178.84","89","14","2505","23.8","Tournaisien-A","85","6 - 7"
"2180","2179.84","87","16","2505","20.2","Tournaisien-A","85","6 - 7"
"2181","2180.84","87","12","2514","14.1","Tournaisien-A","85","6 - 7"
"2182","2181.84","85","14","2523","23.4","Tournaisien-A","85","6 - 7"
"2183","2182.84","86","12","2521","19.9","Tournaisien-A","85","6 - 7"
"2184","2183.84","87","13","2520","17.6","Tournaisien-A","85","6 - 7"
"2185","2184.84","91","10","2520","16.9","Tournaisien-A","85","6 - 7"
"2186","2185.84","86","13","2519","23.7","Tournaisien-A","85","6 - 7"
"2187","2186.84","87","12","2521","19","Tournaisien-A","85","6 - 7"
"2188","2187.84","83","13","2522","25.1","Tournaisien-A","85","6 - 7"
"2189","2188.84","86","12","2525","20.4","Tournaisien-A","85","6 - 7"
"2190","2189.84","85","11","2518","14.2","Tournaisien-A","85","6 - 7"
"2191","2190.84","85","13","2503","25.4","Tournaisien-A","85","6 - 7"
"2192","2191.84","82","14","2504","25.4","Tournaisien-A","85","6 - 7"
"2193","2192.84","83","14","2503","26.6","Tournaisien-A","85","6 - 7"
"2194","2193.84","86","13","2503","20.6","Tournaisien-A","85","6 - 7"
"2195","2194.84","83","14","2503","26","Tournaisien-A","85","6 - 7"
"2196","2195.84","86","14","2504","22.5","Tournaisien-A","85","6 - 7"
"2197","2196.84","87","14","2505","16","Tournaisien-A","85","6 - 7"
"2198","2197.84","88","12","2506","17","Tournaisien-A","85","6 - 7"
"2199","2198.84","85","13","2508","25","Tournaisien-A","85","6 - 7"
"2200","2199.84","96","7","2506","8.6","Tournaisien-A","85","6 - 7"
"2201","2200.84","94","9","2494","14.5","Tournaisien-A","85","6 - 7"
"2202","2201.84","82","8","2481","6.5","Tournaisien-A","85","6 - 7"
"2203","2202.84","92","10","2476","20.7","Tournaisien-A","85","6 - 7"
"2204","2203.84","95","9","2484","15.2","Tournaisien-A","85","6 - 7"
"2205","2204.84","93","8","2501","16.1","Tournaisien-A","85","6 - 7"
"2206","2205.84","90","10","2507","18.2","Tournaisien-A","85","6 - 7"
"2207","2206.84","87","10","2509","20.6","Tournaisien-A","85","6 - 7"
"2208","2207.84","94","9","2507","15.4","Tournaisien-A","85","6 - 7"
"2209","2208.84","93","7","2507","9.9","Tournaisien-A","85","6 - 7"
"2210","2209.84","81","9","2501","19.7","Tournaisien-A","85","6 - 7"
"2211","2210.84","85","9","2500","10.4","Tournaisien-A","85","6 - 7"
"2212","2211.84","84","8","2496","15.5","Tournaisien-A","85","6 - 7"
"2213","2212.84","88","8","2497","15","Tournaisien-A","85","6 - 7"
"2214","2213.84","88","8","2490","12.2","Tournaisien-A","85","6 - 7"
"2215","2214.84","86","8","2497","15.8","Tournaisien-A","85","6 - 7"
"2216","2215.84","83","9","2495","19.6","Tournaisien-A","85","6 - 7"
"2217","2216.84","86","8","2499","16.4","Tournaisien-A","85","6 - 7"
"2218","2217.84","85","8","2502","10.4","Tournaisien-A","85","6 - 7"
"2219","2218.84","87","8","2495","19.6","Tournaisien-A","85","6 - 7"
"2220","2219.84","95","6","2501","11.7","Tournaisien-A","85","6 - 7"
"2221","2220.84","92","8","2503","13.8","Tournaisien-A","85","6 - 7"
"2222","2221.84","87","8","2504","15.9","Tournaisien-A","85","6 - 7"
"2223","2222.84","87","8","2500","18.1","Tournaisien-A","85","6 - 7"
"2224","2223.84","88","8","2509","18","Tournaisien-A","85","6 - 7"
"2225","2224.84","84","9","2512","21","Tournaisien-A","85","6 - 7"
"2226","2225.84","87","8","2510","16.4","Tournaisien-A","85","6 - 7"
"2227","2226.84","84","10","2507","21","Tournaisien-A","85","6 - 7"
"2228","2227.84","89","7","2505","9.3","Tournaisien-A","85","6 - 7"
"2229","2228.84","82","9","2501","21.3","Tournaisien-A","85","6 - 7"
"2230","2229.84","84","8","2501","18.3","Tournaisien-A","85","6 - 7"
"2231","2230.84","61","5","1804","2.9","Tournaisien-A","85","6 - 7"
"2232","2231.84","68","4","1752","4.3","Tournaisien-A","85","6 - 7"
"2233","2232.84","66","5","1800","4.5","Tournaisien-A","85","6 - 7"
"2234","2233.84","67","6","1803","5.3","Tournaisien-A","85","6 - 7"
"2235","2234.84","68","6","1803","5.4","Tournaisien-A","85","6 - 7"
"2236","2235.84","68","5","1803","5.3","Tournaisien-A","85","6 - 7"
"2237","2236.84","65","6","1805","5.1","Tournaisien-A","85","6 - 7"
"2238","2237.84","67","6","1808","5.4","Tournaisien-A","85","6 - 7"
"2239","2238.84","69","5","1812","4.7","Tournaisien-A","85","6 - 7"
"2240","2239.84","70","5","1817","4.8","Tournaisien-A","85","6 - 7"
"2241","2240.84","69","5","1814","5.5","Tournaisien-A","85","6 - 7"
"2242","2241.84","69","5","1819","5.4","Tournaisien-A","85","6 - 7"
"2243","2242.84","69","5","1814","5.2","Tournaisien-A","85","6 - 7"
"2244","2243.84","69","5","1814","5.3","Tournaisien-A","85","6 - 7"
"2245","2244.83","69","5","1816","5.7","Tournaisien-A","85","6 - 7"
"2246","2245.83","68","5","1814","5","Tournaisien-A","85","6 - 7"
"2247","2246.83","67","6","1812","6","Tournaisien-A","85","6 - 7"
"2248","2247.83","67","6","1817","5.4","Tournaisien-A","85","6 - 7"
"2249","2248.83","68","5","1818","4.8","Tournaisien-A","85","6 - 7"
"2250","2249.83","69","5","1819","5.1","Tournaisien-A","85","6 - 7"
"2251","2250.83","73","3","1824","4.1","Tournaisien-A","85","6 - 7"
"2252","2251.83","70","3","1835","5.3","Tournaisien-A","85","6 - 7"
"2253","2252.83","68","4","1840","6.5","Tournaisien-A","85","6 - 7"
"2254","2253.83","69","4","1840","6","Tournaisien-A","85","6 - 7"
"2255","2254.83","69","4","1838","4.8","Tournaisien-A","85","6 - 7"
"2256","2255.83","67","4","1796","5.8","Tournaisien-A","85","6 - 7"
"2257","2256.83","62","5","1794","9.7","Tournaisien-A","85","6 - 7"
"2258","2257.83","61","6","1793","9.3","Tournaisien-A","85","6 - 7"
"2259","2258.83","61","6","1795","9.9","Tournaisien-A","85","6 - 7"
"2260","2259.83","74","6","1794","12","Tournaisien-A","85","6 - 7"
"2261","2260.83","83","10","1793","17.9","Tournaisien-A","85","6 - 7"
"2262","2261.83","86","9","1793","16.6","Tournaisien-A","85","6 - 7"
"2263","2262.83","86","10","1793","15.1","Tournaisien-A","85","6 - 7"
"2264","2263.83","86","9","1791","17.8","Reservoir F2","58","4 - 5"
"2265","2264.83","85","7","1794","11.3","Reservoir F2","58","4 - 5"
"2266","2265.83","83","9","1789","9.4","Reservoir F2","58","4 - 5"
"2267","2266.83","90","9","1783","16.3","Reservoir F2","58","4 - 5"
"2268","2267.83","87","9","1785","20.4","Reservoir F2","58","4 - 5"
"2269","2268.83","87","10","1784","20.5","Reservoir F2","58","4 - 5"
"2270","2269.83","87","10","1784","18.6","Reservoir F2","58","4 - 5"
"2271","2270.83","94","5","1783","10.9","Reservoir F2","58","4 - 5"
"2272","2271.83","90","8","1789","9.4","Reservoir F2","58","4 - 5"
"2273","2272.83","92","6","1796","16.4","Reservoir F2","58","4 - 5"
"2274","2273.82","89","6","1800","10.9","Reservoir F2","58","4 - 5"
"2275","2274.82","94","5","1804","12.3","Reservoir F2","58","4 - 5"
"2276","2275.82","90","6","1804","16.9","Reservoir F2","58","4 - 5"
"2277","2276.82","89","7","1801","13.9","Reservoir F2","58","4 - 5"
"2278","2277.82","91","4","1798","9.2","Reservoir F2","58","4 - 5"
"2279","2278.82","91","6","1796","10.5","Reservoir F2","58","4 - 5"
"2280","2279.82","90","6","1798","12.3","Reservoir F2","58","4 - 5"
"2281","2280.82","90","6","1795","10.8","Reservoir F2","58","4 - 5"
"2282","2281.82","91","7","1794","10","Reservoir F2","58","4 - 5"
"2283","2282.82","88","6","1801","6.6","Reservoir F2","58","4 - 5"
